,fraction_disordered,has_clash,ipTM,pTM,ranking_confidence,pdockq_AH,pdockq_AL,pdockq_HL,pdockq,pdockq2_AH,pdockq2_AL,pdockq2_HL,pdockq2,mpdockq_AH,mpdockq_AL,mpdockq_HL,mpdockq,LIS_AH,LIS_AL,LIS_HL,avg_LIS,contacts_AH,interface_plddt_AH,interface_pae_AH,contacts_AL,interface_plddt_AL,interface_pae_AL,contacts_HL,interface_plddt_HL,interface_pae_HL,total_contacts,avg_interface_plddt,avg_interface_pae,model_avg_RMSD,query_avg_RMSD,scaled_RMSD_ratio,iptm_A,iptm_H,iptm_L,ptm_A,ptm_H,ptm_L,chain_pair_iptm_AH,chain_pair_iptm_AL,chain_pair_iptm_HL,chain_pair_pae_min_AH,chain_pair_pae_min_AL,chain_pair_pae_min_HL,chain_plddt_L,chain_plddt_A,chain_pae_A,chain_plddt_H,chain_pair_pae_AH,chain_pae_H,chain_pae_L,chain_pair_pae_AL,avg_pair_pae,avg_model_plddt,chain_pair_pae_HL,avg_internal_pae,del_G_B,scaled_model_RMSD,scaled_query_RMSD
0,-0.329076186410613,0.0,1.7017273930424632,1.907671035939075,1.7341467252349831,1.9659287711268014,0.022808115989391368,1.1569599427669748,0.055082709451205435,2.056330863622768,2.749962730845395,1.452429573853954,1.7722713789685636,0.016578811933057238,0.09107206168039636,0.8544859687861438,-0.3023239907141484,2.21093430752347,2.3239992787761072,1.4802953276474948,2.2922308940852347,0.41889327030755824,1.8540562128928453,-1.640019107986049,-0.5208951853398536,2.0579175641506704,-1.7444709820207551,-0.6055640483325095,1.8594767172401288,-1.1039076584965097,-0.28453294444307825,2.0334563339436595,-1.6995899235340495,-1.2201429749745338,-1.395997045620571,-0.1974768774622209,1.7898188283409546,1.9285907104267073,1.8023022692570747,0.1249874670609726,1.2954387258519804,2.014045549181783,1.853733879975448,1.720366011642693,1.507196982022219,-1.4750865386700978,-1.4992023261397556,-0.8674554522021328,1.861201085443611,1.3220989326420214,-1.167788571340461,1.4871606103913069,-1.863672176596321,-1.0846846814835809,-1.569019587342342,-1.8947152360732058,-1.9019678318727102,1.8957270002259823,-1.4863148490824016,-1.4564907890915135,-0.6164030353651935,2.0782463605158523,2.2038266022215875
1,-0.329076186410613,0.0,1.7017273930424632,1.907671035939075,1.7341467252349831,1.8601287480218018,-0.08720900512579571,1.2994283046112585,-0.06543540382129386,2.0134930410590806,2.7216892512506057,1.7679701075318217,1.9256332480557934,0.016576185900057872,0.09107204508026058,1.1223049104828793,-0.3376844066784074,2.2034526421945024,2.305080655916711,1.5191558503070406,2.286326989928458,0.289227406558515,1.9388444512110545,-1.6455641637590692,-0.47048354765779815,2.0577090434005614,-1.735587297872441,-0.6304815116530897,1.9158395857141675,-1.4654386605304457,-0.36424331647791686,2.0836881257907174,-1.7201417198634397,-1.2248928368099092,-1.395997045620571,0.006205426273700893,1.7898188283409546,1.9285907104267073,1.8023022692570747,0.1249874670609726,1.619542796180729,2.014045549181783,1.853733879975448,1.720366011642693,1.507196982022219,-1.4756462806104231,-1.4964139854564265,-0.8931018389248533,1.8736043162367495,1.358384362356658,-1.1670362564547743,1.5874784327247167,-1.8789007023360893,-1.260507443407611,-1.5008410843155267,-1.885394881931209,-1.9108317156409333,1.9633682293071184,-1.581832368200481,-1.4894932026082615,-0.5805041857164148,2.096017580215662,2.2038266022215875
2,-0.329076186410613,0.0,1.7017273930424632,1.907671035939075,1.7341467252349831,1.8997550486726973,-0.16468033958782163,1.312414662907496,-0.07151457649145039,2.287513070373608,2.756939666569046,1.7792874620166559,1.9994293842621194,0.016577136337418696,0.09107203487544388,1.1489082915881008,-0.33932015386514625,2.2219947401218842,2.3229414367892987,1.6095835468741866,2.3169494230029866,0.2529209647087829,1.9601187907042465,-1.6544854348791656,-0.486793195143169,2.0260087544677177,-1.7478919497926455,-0.6130392873286835,1.9197440527248588,-1.4874387912692237,-0.39780557838732256,2.0818107276392377,-1.7317360375136146,-1.2144520207672074,-1.395997045620571,-0.4271019453076107,1.7898188283409546,1.9285907104267073,1.8023022692570747,0.1249874670609726,1.619542796180729,2.014045549181783,1.853733879975448,1.7555712661608416,1.507196982022219,-1.4756462806104231,-1.4997599942764213,-0.9059250322862136,1.9518048424017604,1.3243643413031976,-1.166289555859279,1.610320612241167,-1.880322598273947,-1.3106918591326961,-1.7242827482455665,-1.8941456717210237,-1.9215426298562481,1.9768595211914382,-1.6756436950305469,-1.5224984232539274,-0.5660027055033393,2.0559049040272006,2.2038266022215875
3,-0.329076186410613,0.0,1.7017273930424632,1.907671035939075,1.7341467252349831,1.99108881522978,-0.07317532830233535,1.367554520635404,0.030523955227537758,2.0616247419801876,2.719256127006086,1.7595559407047725,2.0022558898807725,0.016579479486933182,0.09107204705828445,1.2663647198870165,-0.3100082233827158,2.143121673624796,2.2702846669692485,1.4855492562952899,2.237697637891472,0.433156515319953,1.8085037173044176,-1.6318098655652693,-0.5698241277959661,2.0822251193904866,-1.7355693334083095,-0.7052339016148305,1.8979479588538681,-1.4469615847654607,-0.34955982689255183,2.030705435671465,-1.7124138171422736,-1.233981304061874,-1.395997045620571,0.4255791591760437,1.7549377570984854,1.9285907104267073,1.8023022692570747,0.013863797540894101,1.2954387258519804,2.014045549181783,1.8192427726269564,1.720366011642693,1.507196982022219,-1.4739670547894472,-1.4952986491830949,-0.8802786455634931,1.869120519189466,1.2737345643290987,-1.14983968559762,1.5263721572422426,-1.859259372829045,-1.199047623102576,-1.5626981447977637,-1.8787612684275155,-1.8960326442594364,1.8891037525974734,-1.547958763975795,-1.4660017910765382,-0.6026053825515773,2.127669047143603,2.2038266022215875
4,-0.329076186410613,0.0,1.6582419439962546,1.8315611993978511,1.6857363127571279,2.084054388925374,-0.007455241107055998,1.5468535615939933,0.10338169594436213,1.8864365932701177,2.6461092132044963,1.5246071583595682,1.7445178860909523,0.01658210222700968,0.09107205686175213,1.7052465763879059,-0.28642762140946565,2.074798337006357,2.1874514735598543,1.3166608553974826,2.142761696178169,0.5018794231069459,1.777581738172278,-1.632879672308828,-0.2999735966743755,1.9255658551295882,-1.713929266590953,-0.41619132709609963,1.8391399327054891,-1.3125933061893906,0.01857623342624218,1.943358830963929,-1.6941681935187947,-1.2357320358234005,-1.395997045620571,0.5105781042508443,1.7200566858560165,1.8634698830720093,1.7359793788570932,0.013863797540894101,1.2954387258519804,1.420108125565224,1.8192427726269564,1.649955502606396,1.2319191678477883,-1.4734073128491223,-1.4874912952697734,-0.8033394853953317,1.75815915901401,1.2358545980460836,-1.138397762186951,1.485170963532976,-1.8351323564216977,-1.1081088912312094,-1.3240927751319513,-1.850436424710281,-1.8624736781700908,1.8193415672593993,-1.41425828639702,-1.411146006457114,-0.5708454209652394,2.1333959161637006,2.2038266022215875
5,-0.329076186410613,0.0,1.7017273930424632,1.907671035939075,1.7825571377128386,2.0312458101452484,-0.16125644073581774,1.329245516113644,0.024780737077039403,1.9186887491409237,2.7577364556442157,1.8064225240471534,1.7756675849200951,0.01658058148747993,0.09107203530120501,1.1839773626050372,-0.31176812465110476,2.2588633039153945,2.3412248878386177,1.6491050645849974,2.3482793864088447,0.298304017020948,1.9697971315194953,-1.6793443664679197,-0.5031028426285399,2.094212014067272,-1.7484067394768028,-0.750085335591875,1.9583201941155663,-1.5456454236695616,-0.4303190196120594,2.1209395581837382,-1.7474614465801335,-1.21572376953315,-1.395997045620571,-0.3771505953305868,1.8246998995834238,1.9937115377814052,1.868625159657056,0.1249874670609726,1.619542796180729,2.014045549181783,1.8882249873239394,1.7555712661608416,1.78247479619665,-1.4773255064313988,-1.5003176624130872,-0.931571419008934,1.944071748273451,1.3965009163825408,-1.1857599142440685,1.6471441522026034,-1.9003013496931547,-1.3645800187034962,-1.710263107264795,-1.904541184552187,-1.9384852434025506,2.0301586375209224,-1.7124194510898922,-1.5510354195091087,-0.5875857381353929,2.0609939292549364,2.2038266022215875
6,-0.329076186410613,0.0,1.7017273930424632,1.907671035939075,1.7341467252349831,1.8440585558725187,-0.17734926583699168,1.2105457825802557,-0.1071086434581078,2.3370829271322355,2.7030757504687553,1.7860094033133407,2.268779789780583,0.016575811259017068,0.09107203332011292,0.9502917866501697,-0.3486365771917576,2.1720150838468824,2.270394688070328,1.5790680623834652,2.265585324493834,0.19457132602171343,1.9666233790482364,-1.6522441186558954,-0.5772376039256801,2.0581708102366427,-1.734036605328595,-0.8871313838550663,1.9211439612532004,-1.4926595887537448,-0.6243508462758112,2.097506897392544,-1.7242589403347006,-1.2209398162339486,-1.395997045620571,-0.16406944761789485,1.7898188283409546,1.9285907104267073,1.8023022692570747,0.013863797540894101,1.619542796180729,2.014045549181783,1.853733879975448,1.6851607571245446,1.507196982022219,-1.4739670547894472,-1.4919526403630998,-0.9059250322862136,1.8625947504998621,1.3328037177748764,-1.1570652770743284,1.6034085273761784,-1.8699981626055644,-1.3092734040428484,-1.6144331408374526,-1.8817994587878688,-1.9087980965807838,1.9534933546045805,-1.6461411929532477,-1.5029828001059107,-0.5884943078330551,2.081284412813821,2.2038266022215875
7,-0.329076186410613,0.0,1.7017273930424632,1.907671035939075,1.7341467252349831,1.6463333679108545,-0.10097135198870091,1.4100458432896776,-0.22403604615149567,1.99704852099478,2.707675298821121,1.8107516540289614,1.9078418876788164,0.01657166757176758,0.09107204317938809,1.3621194756458357,-0.376350170537996,2.1875700586101092,2.2978871709269098,1.6370364360495315,2.294115130149923,0.3540603384330366,1.8989193438224852,-1.6587686931553078,-0.4230373004276284,1.9755620821084234,-1.7169761130320282,-0.5831383313439873,1.942390868463211,-1.5313832777674419,-0.25831242732635507,2.03962330236225,-1.7214804830479478,-1.157883132794782,-1.395997045620571,-1.9730380613833123,1.7898188283409546,1.9285907104267073,1.8023022692570747,0.1249874670609726,1.619542796180729,2.014045549181783,1.853733879975448,1.720366011642693,1.507196982022219,-1.4750865386700978,-1.4958563173197605,-0.9443946123702942,1.9029993909052076,1.2985179406266887,-1.1783715083518012,1.6099050258302852,-1.876986170406473,-1.3178104022687858,-1.6589159297861225,-1.8876854709091313,-1.9168290538703414,1.9490494821711766,-1.6755396985482307,-1.5285393863505536,-0.563128133937743,1.7850549472311699,2.2038266022215875
8,-0.329076186410613,0.0,1.7017273930424632,1.907671035939075,1.7341467252349831,2.104041884293152,-0.08875353506418322,1.4636994269432555,0.10680515688444052,2.3341769081598183,2.713660806775844,1.7807946910381045,2.2508879471073167,0.016582699953302,0.09107204486501082,1.4900468004677954,-0.285259708144926,2.190854015108961,2.2914134581409726,1.5511129667251404,2.2793553804758613,0.2827441133710628,1.9771208146274364,-1.6444777278951441,-0.5031028426285399,2.0425198567924294,-1.7323033938291712,-0.6329732579851478,1.939453809715265,-1.471862308677647,-0.39361029564864686,2.1001171995822374,-1.7184223654607138,-1.2336054057193047,-1.395997045620571,0.4074977633202263,1.7549377570984854,1.9285907104267073,1.8023022692570747,0.1249874670609726,1.619542796180729,2.014045549181783,1.853733879975448,1.6851607571245446,1.507196982022219,-1.4745267967297726,-1.4908373040897684,-0.9059250322862136,1.8815470424348069,1.3333125434684436,-1.1624493813681613,1.5997996008236164,-1.875571697750683,-1.289277127429019,-1.5600609785828472,-1.8873008800948707,-1.911408464082448,1.957453060809923,-1.6023814231283036,-1.4978459114619393,-0.5859762641792838,2.1264234879674966,2.2038266022215875
9,-0.329076186410613,0.0,1.7017273930424632,1.907671035939075,1.7341467252349831,2.04723183471941,-0.09501007301696152,1.4482317537396194,0.04823127509624178,1.9805558634625395,2.680207568095299,1.6553811003169074,1.6876327384082295,0.016581033076606484,0.09107204399805124,1.4523308518653864,-0.30449395212763436,2.178345135633738,2.2695958258318263,1.514055233696769,2.258029724474917,0.37480687663288353,1.9342259173877991,-1.6519589996499762,-0.33704097732294563,2.002936812061362,-1.7186668257420203,-0.5656961070195811,1.9091808949895244,-1.4538019276451783,-0.1733579518681718,2.0589386016606293,-1.7142754231461061,-1.2142210690949848,-1.395997045620571,-0.4360894215348211,1.7549377570984854,1.9285907104267073,1.7359793788570932,0.013863797540894101,1.619542796180729,2.014045549181783,1.853733879975448,1.6851607571245446,1.507196982022219,-1.4739670547894472,-1.489164299679771,-0.8674554522021328,1.858949481731543,1.3274140545366255,-1.1564027908317087,1.5936325568817633,-1.870088591678024,-1.2652093593535878,-1.4988632096543375,-1.8752352103608954,-1.901940918967178,1.9452170626292729,-1.5856834879362818,-1.4808030804177015,-0.5470389081464272,2.0549748890314694,2.2038266022215875
